T:0.2552083333333333,|0.671875,V:0.21354166666666666,|0.7083333333333334,
T:0.2708333333333333,|0.5989583333333334,V:0.1875,|0.703125,
T:0.2708333333333333,|0.640625,V:0.1875,|0.7083333333333334,
T:0.24479166666666666,|0.7239583333333334,V:0.2604166666666667,|0.6979166666666666,
T:0.3125,|0.6614583333333334,V:0.2916666666666667,|0.640625,
T:0.4479166666666667,|0.5364583333333334,V:0.3697916666666667,|0.609375,
T:0.4895833333333333,|0.453125,V:0.421875,|0.5729166666666666,
T:0.484375,|0.4791666666666667,V:0.5104166666666666,|0.4583333333333333,
T:0.5833333333333334,|0.4114583333333333,V:0.5260416666666666,|0.4583333333333333,
T:0.6927083333333334,|0.2916666666666667,V:0.6354166666666666,|0.3541666666666667,
T:0.7291666666666666,|0.2708333333333333,V:0.7135416666666666,|0.2864583333333333,
T:0.8333333333333334,|0.15625,V:0.7395833333333334,|0.23958333333333334,
T:0.7760416666666666,|0.22395833333333334,V:0.765625,|0.234375,
T:0.8072916666666666,|0.19270833333333334,V:0.765625,|0.21875,
T:0.7291666666666666,|0.23958333333333334,V:0.71875,|0.2760416666666667,
T:0.8385416666666666,|0.13541666666666666,V:0.8229166666666666,|0.140625,
T:0.828125,|0.171875,V:0.828125,|0.15625,
T:0.7916666666666666,|0.15104166666666666,V:0.8333333333333334,|0.14583333333333334,
T:0.8697916666666666,|0.125,V:0.875,|0.125,
T:0.8385416666666666,|0.140625,V:0.8072916666666666,|0.16666666666666666,
T:0.84375,|0.14583333333333334,V:0.828125,|0.15104166666666666,
T:0.8541666666666666,|0.13541666666666666,V:0.8385416666666666,|0.15625,
T:0.84375,|0.140625,V:0.7604166666666666,|0.21875,
T:0.8541666666666666,|0.11458333333333333,V:0.7864583333333334,|0.19270833333333334,
T:0.84375,|0.15625,V:0.84375,|0.14583333333333334,
T:0.8802083333333334,|0.11979166666666667,V:0.9322916666666666,|0.06770833333333333,
T:0.8489583333333334,|0.13020833333333334,V:0.875,|0.10416666666666667,
T:0.8229166666666666,|0.171875,V:0.875,|0.125,
T:0.890625,|0.09895833333333333,V:0.8854166666666666,|0.109375,
T:0.875,|0.125,V:0.8802083333333334,|0.11979166666666667,
T:0.8854166666666666,|0.09375,V:0.921875,|0.06770833333333333,
T:0.9010416666666666,|0.09895833333333333,V:0.9010416666666666,|0.09895833333333333,
T:0.9427083333333334,|0.057291666666666664,V:0.9010416666666666,|0.08854166666666667,
T:0.921875,|0.07291666666666667,V:0.9427083333333334,|0.057291666666666664,
T:0.8958333333333334,|0.09375,V:0.9166666666666666,|0.06770833333333333,
T:0.8645833333333334,|0.13020833333333334,V:0.890625,|0.08854166666666667,
T:0.859375,|0.13020833333333334,V:0.8854166666666666,|0.109375,
T:0.90625,|0.08854166666666667,V:0.9270833333333334,|0.0625,
T:0.9114583333333334,|0.08333333333333333,V:0.9166666666666666,|0.078125,
T:0.9114583333333334,|0.08854166666666667,V:0.9114583333333334,|0.08854166666666667,
T:0.9375,|0.0625,V:0.9270833333333334,|0.0625,
T:0.9114583333333334,|0.08333333333333333,V:0.96875,|0.03125,
T:0.9375,|0.052083333333333336,V:0.9583333333333334,|0.041666666666666664,
T:0.9583333333333334,|0.041666666666666664,V:0.9270833333333334,|0.07291666666666667,
T:0.9270833333333334,|0.07291666666666667,V:0.9166666666666666,|0.078125,
T:0.9479166666666666,|0.046875,V:0.9270833333333334,|0.06770833333333333,
T:0.9635416666666666,|0.036458333333333336,V:0.921875,|0.07291666666666667,
T:0.953125,|0.046875,V:0.9270833333333334,|0.07291666666666667,
T:0.9322916666666666,|0.06770833333333333,V:0.90625,|0.09375,
T:0.984375,|0.015625,V:0.9583333333333334,|0.036458333333333336,
T:0.9166666666666666,|0.08333333333333333,V:0.9270833333333334,|0.07291666666666667,
T:0.96875,|0.03125,V:0.953125,|0.041666666666666664,
T:0.9322916666666666,|0.0625,V:0.9322916666666666,|0.06770833333333333,
T:0.9635416666666666,|0.036458333333333336,V:0.953125,|0.041666666666666664,
T:0.96875,|0.03125,V:0.9895833333333334,|0.010416666666666666,
T:0.9427083333333334,|0.041666666666666664,V:0.9270833333333334,|0.052083333333333336,
T:0.984375,|0.015625,V:0.96875,|0.03125,
T:0.9427083333333334,|0.046875,V:0.9635416666666666,|0.03125,
T:0.9947916666666666,|0.005208333333333333,V:0.9791666666666666,|0.020833333333333332,
T:0.953125,|0.046875,V:0.9166666666666666,|0.078125,
T:0.9635416666666666,|0.03125,V:0.9322916666666666,|0.057291666666666664,
T:0.921875,|0.078125,V:0.953125,|0.046875,
T:0.8489583333333334,|0.140625,V:0.9270833333333334,|0.07291666666666667,
T:0.9895833333333334,|0.005208333333333333,V:0.9895833333333334,|0.010416666666666666,
T:0.90625,|0.08854166666666667,V:0.9322916666666666,|0.06770833333333333,
T:0.9427083333333334,|0.057291666666666664,V:0.9635416666666666,|0.036458333333333336,
T:0.984375,|0.015625,V:0.9791666666666666,|0.015625,
T:0.96875,|0.026041666666666668,V:0.9166666666666666,|0.07291666666666667,
T:0.9375,|0.052083333333333336,V:0.9322916666666666,|0.0625,
T:0.9375,|0.057291666666666664,V:0.9479166666666666,|0.052083333333333336,
T:0.953125,|0.041666666666666664,V:0.9895833333333334,|0.010416666666666666,
T:0.9635416666666666,|0.036458333333333336,V:0.9583333333333334,|0.03125,
T:0.984375,|0.015625,V:0.9895833333333334,|0.010416666666666666,
T:0.9895833333333334,|0.010416666666666666,V:0.9635416666666666,|0.03125,
T:0.9895833333333334,|0.010416666666666666,V:0.9739583333333334,|0.026041666666666668,
T:0.9895833333333334,|0.010416666666666666,V:0.984375,|0.010416666666666666,
T:0.9739583333333334,|0.010416666666666666,V:0.9895833333333334,|0.010416666666666666,
T:0.9583333333333334,|0.041666666666666664,V:0.984375,|0.015625,
T:0.9739583333333334,|0.026041666666666668,V:0.9791666666666666,|0.020833333333333332,
T:0.9895833333333334,|0.010416666666666666,V:0.9791666666666666,|0.020833333333333332,
T:0.984375,|0.015625,V:0.9947916666666666,|0.005208333333333333,
T:0.9947916666666666,|0.005208333333333333,V:0.984375,|0.010416666666666666,
T:0.96875,|0.026041666666666668,V:0.9739583333333334,|0.026041666666666668,
T:0.9947916666666666,|0.005208333333333333,V:0.9947916666666666,|0.005208333333333333,
T:0.96875,|0.03125,V:0.9791666666666666,|0.020833333333333332,
T:0.984375,|0.015625,V:0.9791666666666666,|0.020833333333333332,
T:0.9947916666666666,|0.005208333333333333,V:0.984375,|0.005208333333333333,
T:1.0,|0.0,V:0.9895833333333334,|0.010416666666666666,
T:0.984375,|0.015625,V:0.9791666666666666,|0.020833333333333332,
T:0.9947916666666666,|0.005208333333333333,V:0.9895833333333334,|0.005208333333333333,
T:0.984375,|0.015625,V:0.9739583333333334,|0.026041666666666668,
T:1.0,|0.0,V:1.0,|0.0,
T:0.9791666666666666,|0.015625,V:0.9895833333333334,|0.010416666666666666,
T:0.9739583333333334,|0.020833333333333332,V:0.9479166666666666,|0.041666666666666664,
T:0.9791666666666666,|0.020833333333333332,V:0.9739583333333334,|0.026041666666666668,
T:0.9895833333333334,|0.010416666666666666,V:0.984375,|0.015625,
T:0.9947916666666666,|0.005208333333333333,V:0.9947916666666666,|0.005208333333333333,
T:0.9947916666666666,|0.005208333333333333,V:0.9895833333333334,|0.010416666666666666,
T:0.9895833333333334,|0.010416666666666666,V:0.9739583333333334,|0.026041666666666668,
T:0.984375,|0.010416666666666666,V:0.9791666666666666,|0.020833333333333332,
T:1.0,|0.0,V:1.0,|0.0,
T:0.9895833333333334,|0.010416666666666666,V:1.0,|0.0,
T:0.9947916666666666,|0.005208333333333333,V:0.9791666666666666,|0.020833333333333332,
T:0.9947916666666666,|0.005208333333333333,V:0.9947916666666666,|0.0,
T:0.9791666666666666,|0.015625,V:0.9895833333333334,|0.005208333333333333,
T:0.9739583333333334,|0.020833333333333332,V:0.9895833333333334,|0.010416666666666666,
T:0.9895833333333334,|0.010416666666666666,V:0.9947916666666666,|0.005208333333333333,
T:0.984375,|0.015625,V:1.0,|0.0,
T:0.9947916666666666,|0.005208333333333333,V:0.9895833333333334,|0.010416666666666666,
T:1.0,|0.0,V:0.984375,|0.015625,
T:1.0,|0.0,V:0.984375,|0.010416666666666666,
T:0.9791666666666666,|0.020833333333333332,V:0.96875,|0.03125,
T:0.9895833333333334,|0.010416666666666666,V:0.96875,|0.03125,
T:0.9895833333333334,|0.005208333333333333,V:1.0,|0.0,
T:0.9895833333333334,|0.010416666666666666,V:0.984375,|0.015625,
T:0.9947916666666666,|0.005208333333333333,V:1.0,|0.0,
T:0.9895833333333334,|0.010416666666666666,V:0.9947916666666666,|0.005208333333333333,
T:1.0,|0.0,V:1.0,|0.0,
T:0.9947916666666666,|0.0,V:0.9947916666666666,|0.005208333333333333,
T:1.0,|0.0,V:1.0,|0.0,
T:1.0,|0.0,V:0.9895833333333334,|0.010416666666666666,
T:1.0,|0.0,V:0.9895833333333334,|0.005208333333333333,
T:0.9947916666666666,|0.005208333333333333,V:1.0,|0.0,
T:1.0,|0.0,V:1.0,|0.0,
