T:0.23958333333333334,|0.6614583333333334,V:0.17708333333333334,|0.7239583333333334,
T:0.28125,|0.6354166666666666,V:0.18229166666666666,|0.6614583333333334,
T:0.21354166666666666,|0.671875,V:0.18229166666666666,|0.7135416666666666,
T:0.2604166666666667,|0.6458333333333334,V:0.2708333333333333,|0.6145833333333334,
T:0.22395833333333334,|0.6927083333333334,V:0.22395833333333334,|0.640625,
T:0.28125,|0.6770833333333334,V:0.234375,|0.6927083333333334,
T:0.24479166666666666,|0.6822916666666666,V:0.296875,|0.625,
T:0.3125,|0.6458333333333334,V:0.3541666666666667,|0.5989583333333334,
T:0.421875,|0.5572916666666666,V:0.421875,|0.578125,
T:0.3697916666666667,|0.6197916666666666,V:0.4375,|0.5625,
T:0.4322916666666667,|0.5520833333333334,V:0.4739583333333333,|0.5104166666666666,
T:0.390625,|0.6041666666666666,V:0.3854166666666667,|0.6041666666666666,
T:0.3645833333333333,|0.609375,V:0.375,|0.6041666666666666,
T:0.4479166666666667,|0.5520833333333334,V:0.390625,|0.6041666666666666,
T:0.4322916666666667,|0.5677083333333334,V:0.40625,|0.5833333333333334,
T:0.5260416666666666,|0.4739583333333333,V:0.4479166666666667,|0.546875,
T:0.5625,|0.4322916666666667,V:0.609375,|0.3854166666666667,
T:0.5208333333333334,|0.4635416666666667,V:0.5416666666666666,|0.4427083333333333,
T:0.6510416666666666,|0.3489583333333333,V:0.5520833333333334,|0.4479166666666667,
T:0.5885416666666666,|0.40625,V:0.5677083333333334,|0.421875,
T:0.6197916666666666,|0.3802083333333333,V:0.6979166666666666,|0.296875,
T:0.6145833333333334,|0.3854166666666667,V:0.6666666666666666,|0.3229166666666667,
T:0.7447916666666666,|0.24479166666666666,V:0.6875,|0.2916666666666667,
T:0.7083333333333334,|0.2760416666666667,V:0.7135416666666666,|0.2708333333333333,
T:0.7239583333333334,|0.24479166666666666,V:0.703125,|0.2708333333333333,
T:0.7604166666666666,|0.23958333333333334,V:0.7552083333333334,|0.22916666666666666,
T:0.7760416666666666,|0.21875,V:0.7604166666666666,|0.23958333333333334,
T:0.7135416666666666,|0.2708333333333333,V:0.71875,|0.265625,
T:0.8385416666666666,|0.15625,V:0.8541666666666666,|0.14583333333333334,
T:0.8697916666666666,|0.125,V:0.8489583333333334,|0.15104166666666666,
T:0.8072916666666666,|0.18229166666666666,V:0.8333333333333334,|0.15625,
T:0.8854166666666666,|0.109375,V:0.8802083333333334,|0.11458333333333333,
T:0.78125,|0.21875,V:0.8229166666666666,|0.15625,
T:0.7916666666666666,|0.1875,V:0.796875,|0.19791666666666666,
T:0.859375,|0.140625,V:0.890625,|0.09895833333333333,
T:0.859375,|0.125,V:0.8489583333333334,|0.13541666666666666,
T:0.8333333333333334,|0.16145833333333334,V:0.90625,|0.08854166666666667,
T:0.8645833333333334,|0.125,V:0.859375,|0.13020833333333334,
T:0.828125,|0.16145833333333334,V:0.9114583333333334,|0.08333333333333333,
T:0.9166666666666666,|0.08333333333333333,V:0.90625,|0.09375,
T:0.90625,|0.08854166666666667,V:0.9166666666666666,|0.078125,
T:0.921875,|0.06770833333333333,V:0.9166666666666666,|0.08333333333333333,
T:0.8958333333333334,|0.09375,V:0.9166666666666666,|0.078125,
T:0.9114583333333334,|0.08854166666666667,V:0.9010416666666666,|0.09375,
T:0.953125,|0.046875,V:0.9114583333333334,|0.07291666666666667,
T:0.9270833333333334,|0.07291666666666667,V:0.9166666666666666,|0.08333333333333333,
T:0.9114583333333334,|0.07291666666666667,V:0.921875,|0.078125,
T:0.9114583333333334,|0.08854166666666667,V:0.90625,|0.09375,
T:0.9739583333333334,|0.020833333333333332,V:0.9583333333333334,|0.036458333333333336,
T:0.875,|0.11458333333333333,V:0.9010416666666666,|0.09375,
T:0.9479166666666666,|0.052083333333333336,V:0.9375,|0.057291666666666664,
T:0.9114583333333334,|0.08333333333333333,V:0.9114583333333334,|0.078125,
