T:0.005208333333333333,|0.078125,V:0.015625,|0.08854166666666667,
T:0.0,|0.057291666666666664,V:0.0,|0.046875,
T:0.0,|0.057291666666666664,V:0.0,|0.057291666666666664,
T:0.005208333333333333,|0.015625,V:0.0,|0.020833333333333332,
T:0.0,|0.036458333333333336,V:0.0,|0.03125,
T:0.0,|0.057291666666666664,V:0.005208333333333333,|0.041666666666666664,
T:0.0,|0.020833333333333332,V:0.0,|0.015625,
T:0.005208333333333333,|0.010416666666666666,V:0.0,|0.010416666666666666,
T:0.0,|0.015625,V:0.0,|0.005208333333333333,
T:0.0,|0.0,V:0.0,|0.0,
T:0.005208333333333333,|0.005208333333333333,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.005208333333333333,|0.0,
T:0.005208333333333333,|0.0,V:0.0,|0.005208333333333333,
T:0.005208333333333333,|0.0,V:0.0,|0.005208333333333333,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.005208333333333333,|0.005208333333333333,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.005208333333333333,|0.0,V:0.0,|0.0,
T:0.005208333333333333,|0.0,V:0.0,|0.0,
T:0.0,|0.005208333333333333,V:0.0,|0.0,
T:0.0,|0.005208333333333333,V:0.0,|0.005208333333333333,
T:0.0,|0.005208333333333333,V:0.005208333333333333,|0.015625,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.005208333333333333,|0.005208333333333333,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.0,
T:0.0,|0.0,V:0.0,|0.005208333333333333,
T:0.0,|0.0,V:0.005208333333333333,|0.0,
T:0.010416666666666666,|0.005208333333333333,V:0.005208333333333333,|0.0,
T:0.03125,|0.005208333333333333,V:0.015625,|0.0,
T:0.0625,|0.005208333333333333,V:0.020833333333333332,|0.0,
T:0.036458333333333336,|0.0,V:0.052083333333333336,|0.005208333333333333,
T:0.036458333333333336,|0.010416666666666666,V:0.03125,|0.005208333333333333,
T:0.036458333333333336,|0.0,V:0.036458333333333336,|0.0,
T:0.0625,|0.0,V:0.052083333333333336,|0.0,
T:0.0625,|0.0,V:0.026041666666666668,|0.0,
T:0.0625,|0.0,V:0.036458333333333336,|0.0,
T:0.046875,|0.0,V:0.046875,|0.010416666666666666,
T:0.057291666666666664,|0.0,V:0.0625,|0.0,
T:0.06770833333333333,|0.010416666666666666,V:0.06770833333333333,|0.010416666666666666,
T:0.036458333333333336,|0.0,V:0.057291666666666664,|0.005208333333333333,
T:0.052083333333333336,|0.020833333333333332,V:0.046875,|0.03125,
T:0.06770833333333333,|0.010416666666666666,V:0.010416666666666666,|0.0,
T:0.10416666666666667,|0.0,V:0.06770833333333333,|0.0,
T:0.07291666666666667,|0.005208333333333333,V:0.078125,|0.0,
T:0.08854166666666667,|0.0,V:0.06770833333333333,|0.0,
T:0.057291666666666664,|0.0,V:0.08333333333333333,|0.0,
T:0.10416666666666667,|0.005208333333333333,V:0.13541666666666666,|0.010416666666666666,
T:0.109375,|0.005208333333333333,V:0.052083333333333336,|0.020833333333333332,
T:0.11979166666666667,|0.005208333333333333,V:0.125,|0.0,
T:0.10416666666666667,|0.005208333333333333,V:0.109375,|0.0,
T:0.125,|0.0,V:0.09375,|0.0,
T:0.171875,|0.0,V:0.10416666666666667,|0.005208333333333333,
T:0.16145833333333334,|0.0,V:0.14583333333333334,|0.0,
T:0.14583333333333334,|0.0,V:0.13020833333333334,|0.0,
T:0.11458333333333333,|0.0,V:0.14583333333333334,|0.0,
T:0.14583333333333334,|0.005208333333333333,V:0.140625,|0.0,
T:0.10416666666666667,|0.015625,V:0.125,|0.015625,
T:0.09895833333333333,|0.0,V:0.14583333333333334,|0.0,
T:0.13541666666666666,|0.0,V:0.13020833333333334,|0.0,
T:0.11979166666666667,|0.010416666666666666,V:0.140625,|0.0,
T:0.17708333333333334,|0.0,V:0.19270833333333334,|0.010416666666666666,
T:0.13020833333333334,|0.0,V:0.13020833333333334,|0.005208333333333333,
T:0.19270833333333334,|0.0,V:0.20833333333333334,|0.0,
T:0.09895833333333333,|0.0,V:0.16145833333333334,|0.0,
T:0.17708333333333334,|0.0,V:0.109375,|0.0,
T:0.13541666666666666,|0.005208333333333333,V:0.11979166666666667,|0.0,
T:0.13020833333333334,|0.0,V:0.13541666666666666,|0.0,
T:0.19791666666666666,|0.0,V:0.14583333333333334,|0.0,
T:0.140625,|0.0,V:0.15625,|0.0,
T:0.17708333333333334,|0.0,V:0.15625,|0.0,
T:0.171875,|0.010416666666666666,V:0.14583333333333334,|0.0,
T:0.22395833333333334,|0.0,V:0.16666666666666666,|0.020833333333333332,
T:0.1875,|0.0,V:0.203125,|0.005208333333333333,
T:0.24479166666666666,|0.0,V:0.23958333333333334,|0.0,
T:0.171875,|0.0,V:0.19270833333333334,|0.0,
T:0.21354166666666666,|0.005208333333333333,V:0.15625,|0.0,
T:0.2604166666666667,|0.0,V:0.19270833333333334,|0.010416666666666666,
T:0.2604166666666667,|0.0,V:0.21875,|0.0,
T:0.22916666666666666,|0.0,V:0.265625,|0.005208333333333333,
T:0.23958333333333334,|0.005208333333333333,V:0.15104166666666666,|0.0,
T:0.234375,|0.0,V:0.24479166666666666,|0.0,
T:0.25,|0.0,V:0.2864583333333333,|0.0,
T:0.22916666666666666,|0.0,V:0.2916666666666667,|0.0,
T:0.22395833333333334,|0.0,V:0.22916666666666666,|0.0,
T:0.21875,|0.0,V:0.2864583333333333,|0.0,
T:0.22395833333333334,|0.0,V:0.15104166666666666,|0.0,
T:0.23958333333333334,|0.0,V:0.22916666666666666,|0.0,
T:0.234375,|0.0,V:0.203125,|0.0,
T:0.2604166666666667,|0.0,V:0.25,|0.0,
T:0.22395833333333334,|0.0,V:0.234375,|0.0,
T:0.22395833333333334,|0.0,V:0.18229166666666666,|0.0,
T:0.25,|0.0,V:0.28125,|0.0,
T:0.296875,|0.005208333333333333,V:0.19791666666666666,|0.0,
T:0.22916666666666666,|0.0,V:0.25,|0.0,
T:0.22395833333333334,|0.0,V:0.22395833333333334,|0.0,
T:0.19270833333333334,|0.0,V:0.20833333333333334,|0.0,
T:0.21354166666666666,|0.0,V:0.22916666666666666,|0.0,
T:0.2708333333333333,|0.0,V:0.21354166666666666,|0.0,
