T:0.010416666666666666,|0.08333333333333333,V:0.005208333333333333,|0.052083333333333336,
T:0.010416666666666666,|0.07291666666666667,V:0.005208333333333333,|0.036458333333333336,
T:0.015625,|0.052083333333333336,V:0.015625,|0.0625,
T:0.010416666666666666,|0.026041666666666668,V:0.020833333333333332,|0.057291666666666664,
T:0.0,|0.041666666666666664,V:0.0,|0.046875,
T:0.005208333333333333,|0.020833333333333332,V:0.005208333333333333,|0.005208333333333333,
T:0.005208333333333333,|0.026041666666666668,V:0.0,|0.0,
T:0.010416666666666666,|0.010416666666666666,V:0.005208333333333333,|0.020833333333333332,
T:0.015625,|0.005208333333333333,V:0.03125,|0.020833333333333332,
T:0.08333333333333333,|0.015625,V:0.109375,|0.005208333333333333,
T:0.171875,|0.005208333333333333,V:0.11979166666666667,|0.0,
T:0.234375,|0.005208333333333333,V:0.19270833333333334,|0.010416666666666666,
T:0.18229166666666666,|0.020833333333333332,V:0.16145833333333334,|0.015625,
T:0.18229166666666666,|0.026041666666666668,V:0.140625,|0.015625,
T:0.3854166666666667,|0.015625,V:0.3072916666666667,|0.03125,
T:0.4322916666666667,|0.0,V:0.421875,|0.0,
T:0.4427083333333333,|0.0,V:0.4635416666666667,|0.005208333333333333,
T:0.3541666666666667,|0.010416666666666666,V:0.4635416666666667,|0.0,
T:0.4895833333333333,|0.005208333333333333,V:0.4791666666666667,|0.005208333333333333,
T:0.4479166666666667,|0.026041666666666668,V:0.390625,|0.010416666666666666,
T:0.4947916666666667,|0.0,V:0.5104166666666666,|0.005208333333333333,
T:0.4947916666666667,|0.0,V:0.4270833333333333,|0.0,
T:0.4479166666666667,|0.0,V:0.4635416666666667,|0.005208333333333333,
T:0.4270833333333333,|0.010416666666666666,V:0.3854166666666667,|0.010416666666666666,
T:0.5104166666666666,|0.0,V:0.453125,|0.0,
T:0.4166666666666667,|0.005208333333333333,V:0.4114583333333333,|0.0,
T:0.4010416666666667,|0.0,V:0.453125,|0.010416666666666666,
T:0.4635416666666667,|0.0,V:0.421875,|0.0,
T:0.4791666666666667,|0.005208333333333333,V:0.5,|0.005208333333333333,
T:0.4427083333333333,|0.0,V:0.546875,|0.0,
T:0.4322916666666667,|0.0,V:0.4322916666666667,|0.005208333333333333,
T:0.4583333333333333,|0.0,V:0.5104166666666666,|0.005208333333333333,
T:0.4479166666666667,|0.0,V:0.4270833333333333,|0.005208333333333333,
T:0.46875,|0.0,V:0.4739583333333333,|0.0,
